"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","industry","Summary Quote",
"SCLN","SciClone Pharmaceuticals, Inc.","6.31","369084520","n/a","1992","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/scln",
"SGMS","Scientific Games Corp","11.66","1079016400","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/sgms",
"SCIL","Scientific Learning Corporation","1.78","33642000","n/a","1999","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/scil",
"SQI","SciQuest, Inc.","15.24","337459320","n/a","2010","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/sqi",
"SEAC","SeaChange International, Inc.","7.78","251784140","n/a","1996","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/seac",
"SBCF","Seacoast Banking Corporation of Florida","1.76","166666720","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sbcf",
"STX","Seagate Technology.","26.955","12095409330","n/a","1988","Technology","Electronic Components","http://www.nasdaq.com/symbol/stx",
"SHIP","Seanergy Maritime Holdings Corp","3.32","39703880","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/ship",
"SHLD","Sears Holdings Corporation","66.25","7042375000","n/a","n/a","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/shld",
"SGEN","Seattle Genetics, Inc.","20.38","2371437180","n/a","2001","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/sgen",
"SNFCA","Security National Financial Corporation","1.41","13590990","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/snfca",
"SEIC","SEI Investments Company","20.69","3653688480","n/a","1981","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/seic",
"SCSS","Select Comfort Corporation","32.39","1828674620","n/a","1998","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/scss",
"SLTC","Selectica, Inc.","3.82","10462980","n/a","1980","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/sltc",
"SIGI","Selective Insurance Group, Inc.","17.61","963989010","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/sigi",
"LEDS","SemiLEDS Corporation","3.98","108741560","n/a","2010","Technology","Semiconductors","http://www.nasdaq.com/symbol/leds",
"SMTC","Semtech Corporation","28.46","1852489860","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/smtc",
"SENEA","Seneca Foods Corp.","26.34","252732300","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/senea",
"SENEB","Seneca Foods Corp.","27.1","57479100","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/seneb",
"SNMX","Senomyx, Inc.","2.74","108893080","n/a","2004","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/snmx",
"SQNM","Sequenom, Inc.","4.07","465205070","n/a","2000","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/sqnm",
"SRLS","SeraCare Life Sciences Inc","3.98","80053720","n/a","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/srls",
"SREV","ServiceSource International, Inc.","15.48","1099203840","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/srev",
"SEV","Sevcon, Inc.","6.75","23422500","n/a","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/sev",
"SAPX","Seven Arts Entertainment, Inc.","0.17","5589260","n/a","n/a","Consumer Services","Movies/Entertainment","http://www.nasdaq.com/symbol/sapx",
"SVBI","Severn Bancorp Inc","3.98","40066660","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/svbi",
"SGOC","SGOCO Group, Ltd","0.75","12943500","n/a","2010","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/sgoc",
"GAME","Shanda Games Limited","5.2","411585200","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/game",
"SMED","Sharps Compliance Corp","3.72","56157120","n/a","n/a","Basic Industries","Environmental Services","http://www.nasdaq.com/symbol/smed",
"SHEN","Shenandoah Telecommunications Co","11.15","265213900","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/shen",
"VALV","Shengkai Innovations, Inc.","1.22","20298360","n/a","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/valv",
"SHLO","Shiloh Industries, Inc.","9.53","160532850","n/a","1993","Capital Goods","Industrial Specialties","http://www.nasdaq.com/symbol/shlo",
"BEST","Shiner International, Inc.","0.37","10190170","n/a","1997","Capital Goods","Specialty Chemicals","http://www.nasdaq.com/symbol/best",
"SHPGY","Shire plc","94.75","17766477750","n/a","1998","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/shpgy",
"SCVL","Shoe Carnival, Inc.","32.22","430265880","n/a","1993","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/scvl",
"SHBI","Shore Bancshares Inc","7.09","59960130","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/shbi",
"SHOR","ShoreTel, Inc.","5.68","273582880","n/a","1986","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/shor",
"SHFL","Shuffle Master, Inc.","17.6","961329600","n/a","1992","Consumer Durables","Miscellaneous manufacturing industries","http://www.nasdaq.com/symbol/shfl",
"SFLY","Shutterfly, Inc.","31.33","1092289120","n/a","2006","Miscellaneous","Other Consumer Services","http://www.nasdaq.com/symbol/sfly",
"SIFI","SI Financial Group, Inc.","11.42","120777920","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/sifi",
"SIEB","Siebert Financial Corp.","1.632","36076992","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/sieb",
"BSRR","Sierra Bancorp","9.83","138612830","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bsrr",
"SWIR","Sierra Wireless, Inc.","7.32","229167240","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/swir",
"SIFY","Sify Technologies Limited","3.25","579640750","n/a","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/sify",
"SIGA","SIGA Technologies Inc.","3.36","172767840","n/a","1994","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/siga",
"SIGM","Sigma Designs, Inc.","5.18","166941040","n/a","1986","Technology","Semiconductors","http://www.nasdaq.com/symbol/sigm",
"SIAL","Sigma-Aldrich Corporation","73.06","8820752980","n/a","n/a","Consumer Durables","Specialty Chemicals","http://www.nasdaq.com/symbol/sial",
"SGMA","SigmaTron International, Inc.","4.11","16070100","n/a","1972","Technology","Electrical Products","http://www.nasdaq.com/symbol/sgma",
"SBNY","Signature Bank","63.04","2911313280","n/a","2004","Finance","Major Banks","http://www.nasdaq.com/symbol/sbny",
"SBNYW","Signature Bank","39.96","23816160","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sbnyw",
"SLGN","Silgan Holdings, Inc.","44.2","3088872800","n/a","1997","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/slgn",
"SILC","Silicom Ltd","17.84","123613360","n/a","n/a","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/silc",
"SGI","Silicon Graphics International Corp","9.68","306294560","n/a","n/a","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/sgi",
"SIMG","Silicon Image, Inc.","5.88","482189400","n/a","1999","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/simg",
"SLAB","Silicon Laboratories, Inc.","43","1816148000","n/a","1996","Technology","Semiconductors","http://www.nasdaq.com/symbol/slab",
"SIMO","Silicon Motion Technology Corporation","19.37","599114100","n/a","2005","Technology","Semiconductors","http://www.nasdaq.com/symbol/simo",
"SPIL","Siliconware Precision Industries Company, Ltd.","6.035","3761446520","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/spil",
"SSRI","Silver Standard Resources, Inc","15.04","1212449600","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/ssri",
"SFNC","Simmons First National Corporation","25.83","444585960","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sfnc",
"SLP","Simulations Plus, Inc.","4.41","68831280","n/a","1985","Technology","EDP Services","http://www.nasdaq.com/symbol/slp",
"SINA","Sina Corporation","65","4284280000","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/sina",
"SBGI","Sinclair Broadcast Group, Inc.","11.06","575363320","n/a","1995","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/sbgi",
"SCEI","Sino Clean Energy Inc.","2.69","64194160","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/scei",
"SCOK","SinoCoking Coal and Coke Chemical Industries, Inc","2.25","47454750","n/a","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/scok",
"SINO","Sino-Global Shipping America, Ltd.","2.3401","6795650.4","n/a","n/a","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/sino",
"SVA","Sinovac Biotech, Ltd.","2.04","111467640","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/sva",
"SIRI","Sirius XM Radio Inc.","2.31","8674641360","n/a","n/a","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/siri",
"SIRO","Sirona Dental Systems, Inc.","51.54","2872169580","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/siro",
"SKUL","Skullcandy, Inc.","15.83","431035070","n/a","n/a","Consumer Non-Durables","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/skul",
"MOBI","Sky-mobi Limited","3.47","111643780","n/a","1998","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mobi",
"SPU","SkyPeople Fruit Juice, Inc.","1.52","39048800","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/spu",
"SKBI","Skystar Bio-Pharmaceutical Company","2.6901","19266496.2","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/skbi",
"SKYW","SkyWest, Inc.","11.05","563273750","n/a","1986","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/skyw",
"SWKS","Skyworks Solutions, Inc.","27.65","5209702400","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/swks",
"ISM","SLM Corporation","22.24","66720000","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/ism",
"JSM","SLM Corporation","21.94","263280000","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/jsm",
"OSM","SLM Corporation","23.25","186000000","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/osm",
"SLM","SLM Corporation","15.76","8026914720","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/slm",
"SLMAP","SLM Corporation","45.872","151377600","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/slmap",
"SLMBP","SLM Corporation","49.5","198000000","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/slmbp",
"SMBL","Smart Balance Inc","6.61","389593400","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/smbl",
"SMT","SMART Technologies Inc.","2.97","131597730","n/a","1994","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/smt",
"HEAT","SmartHeat Inc.","2.73","10797150","n/a","n/a","Capital Goods","Building Products","http://www.nasdaq.com/symbol/heat",
"SPRO","SmartPros Ltd.","1.97","9633300","n/a","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/spro",
"FUEL","SMF Energy Corporation","1.17","10047960","n/a","1986","Energy","Oil Refining/Marketing","http://www.nasdaq.com/symbol/fuel",
"SWHC","Smith & Wesson Holding Corporation","7.75","502734750","n/a","n/a","Capital Goods","Ordnance And Accessories","http://www.nasdaq.com/symbol/swhc",
"SMSI","Smith Micro Software, Inc.","2.33","82929360","n/a","1984","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/smsi",
"SMTX","SMTC Corporation","3.78","59387580","n/a","2000","Technology","Electrical Products","http://www.nasdaq.com/symbol/smtx",
"SCKT","Socket Mobile, Inc.","2.5999","12573116.4","n/a","1995","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/sckt",
"SODA","SodaStream International Ltd.","33.68","673061120","n/a","1987","Consumer Durables","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/soda",
"SOHU","Sohu.com Inc.","55.17","2101314960","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/sohu",
"SLRC","Solar Capital Ltd.","22.07","807938560","n/a","2010","n/a","n/a","http://www.nasdaq.com/symbol/slrc",
"SUNS","Solar Senior Capital Ltd.","16.11","153045000","n/a","1993","n/a","n/a","http://www.nasdaq.com/symbol/suns",
"SZYM","Solazyme, Inc.","14.63","873835270","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/szym",
"SLTM","Solta Medical, Inc","3.03","184339140","n/a","1983","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/sltm",
"SOMX","Somaxon Pharmaceuticals, Inc.","0.52","24952200","n/a","2005","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/somx",
"SOMH","Somerset Hills Bancorp","8.03","42848080","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/somh",
"SONC","Sonic Corp.","7.68","465016320","n/a","1991","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/sonc",
"SOFO","Sonic Foundry, Inc.","8.418","32426136","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/sofo",
"SONS","Sonus Networks, Inc.","2.9","810045400","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/sons",
"SORL","SORL Auto Parts, Inc.","3.25","62741250","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/sorl",
"SDBT","SoundBite Communications, Inc.","3","49347000","n/a","2007","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/sdbt",
"FIRE","Sourcefire, Inc.","48.13","1402267550","n/a","2000","Technology","EDP Services","http://www.nasdaq.com/symbol/fire",
"SOCB","Southcoast Financial Corporation","1.5877","8441800.9","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/socb",
"SCMF","Southern Community Financial Corporation","2.62","44091980","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/scmf",
"SCMFO","Southern Community Financial Corporation","9.69","29070000","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/scmfo",
"SFST","Southern First Bancshares, Inc.","6.85","26173850","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sfst",
"SMBC","Southern Missouri Bancorp, Inc.","25.6","83200000","n/a","n/a","Finance","Banks","http://www.nasdaq.com/symbol/smbc",
"SONA","Southern National Bancorp of Virginia, Inc.","6.75","78232500","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sona",
"SBSI","Southside Bancshares, Inc.","22.1","363898600","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sbsi",
"OKSB","Southwest Bancorp, Inc.","9.22","179273680","n/a","1993","Finance","Major Banks","http://www.nasdaq.com/symbol/oksb",
"OKSBP","Southwest Bancorp, Inc.","25.62","35355600","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/oksbp",
"SPBC","SP Bancorp, Inc.","12.309","21233025","n/a","2010","Finance","Savings Institutions","http://www.nasdaq.com/symbol/spbc",
"SPAN","Span-America Medical Systems, Inc.","16.513","48201447","n/a","1983","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/span",
"SBSA","Spanish Broadcasting System, Inc.","6.75","28127250","n/a","1999","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/sbsa",
"SGRP","SPAR Group, Inc.","1.35","27133650","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/sgrp",
"SPAR","Spartan Motors, Inc.","5.29","177638200","n/a","n/a","Capital Goods","Auto Manufacturing","http://www.nasdaq.com/symbol/spar",
"SPTN","Spartan Stores, Inc.","18.12","414458760","n/a","n/a","Consumer Non-Durables","Food Distributors","http://www.nasdaq.com/symbol/sptn",
"SPPI","Spectrum Pharmaceuticals, Inc.","12.63","725050410","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/sppi",
"SPEX","Spherix Incorporated","0.87","3619200","n/a","n/a","Consumer Services","Diversified Commercial Services","http://www.nasdaq.com/symbol/spex",
